3193.9393939393922,"[0.0, 0.0, 8116.634792804718, -5.353451728820801]",-48
3199.9999999999982,"[0.0, 0.0, 8105.344321727753, 34.58580446243286]",-48
3206.0606060606042,"[0.0, 0.0, 8089.799880504608, 48.13993692398071]",-48
3212.1212121212102,"[0.0, 0.0, 8116.783366680145, -0.28502845764160156]",-48
3218.1818181818162,"[0.0, 0.0, 8067.444438457489, -55.23059272766113]",-48
3224.2424242424222,"[0.0, 0.0, 8064.3236784935, -55.412513256073]",-48
3230.3030303030282,"[0.0, 0.0, 8045.337567806244, -54.74357986450195]",-48
3236.3636363636342,"[0.0, 0.0, 8103.795809745789, 37.27537250518799]",-48
3242.4242424242402,"[0.0, 0.0, 8028.739496707916, 49.44734048843384]",-48
3248.4848484848462,"[0.0, 0.0, 8064.702100753784, -57.1044487953186]",-48
3254.5454545454522,"[0.0, 0.0, 8100.665820598602, 39.93545866012573]",-48
3260.6060606060582,"[0.0, 0.0, 8038.023966312408, 52.74164152145386]",-48
3266.6666666666642,"[0.0, 0.0, 8061.571316242218, 58.69584941864014]",-48
3272.7272727272702,"[0.0, 0.0, 8001.23356294632, 9.356201171875]",-48
3278.7878787878763,"[0.0, 0.0, 8108.597727775574, 29.454105377197266]",-48
3284.8484848484823,"[0.0, 0.0, 8113.316149711609, 22.075212001800537]",-48
3290.9090909090883,"[0.0, 0.0, 8018.240584850311, -37.18243408203125]",-48
3296.9696969696943,"[0.0, 0.0, 8004.750530719757, 13.829539775848389]",-48
3303.0303030303003,"[0.0, 0.0, 8111.638714790344, -16.409594535827637]",-48
3309.0909090909063,"[0.0, 0.0, 8106.349050521851, 31.5164794921875]",-48
3315.1515151515123,"[0.0, 0.0, 8000.194266796112, -7.0285749435424805]",-48
3321.2121212121183,"[0.0, 0.0, 8002.710370540619, -19.655154705047607]",-48
3327.2727272727243,"[0.0, 0.0, 8051.9337248802185, -55.48198127746582]",-48
3333.3333333333303,"[0.0, 0.0, 8009.832156181335, -29.53403615951538]",-48
3339.3939393939363,"[0.0, 0.0, 8064.995950222015, 54.24473190307617]",-48
3345.4545454545423,"[0.0, 0.0, 8099.959794998169, -35.70242166519165]",-48
3351.5151515151483,"[0.0, 0.0, 8091.2192668914795, -47.209081172943115]",-48
3357.5757575757543,"[0.0, 0.0, 8088.621086597443, -48.818806171417236]",-48
3363.6363636363603,"[0.0, 0.0, 8026.854528903961, -42.631266593933105]",-48
3369.6969696969663,"[0.0, 0.0, 8111.045754909515, 20.552488803863525]",-48
3375.7575757575723,"[0.0, 0.0, 8013.128765583038, 32.41749334335327]",-48
3381.8181818181783,"[0.0, 0.0, 8007.990452289581, -4.544129848480225]",-48
3387.8787878787844,"[0.0, 0.0, 8115.32817697525, 14.005510330200195]",-48
3393.9393939393904,"[0.0, 0.0, 8115.203807830811, -9.530684471130371]",-48
3399.9999999999964,"[0.0, 0.0, 8054.518868923187, 54.01157331466675]",-48
3406.0606060606024,"[0.0, 0.0, 8020.743448257446, 35.68168640136719]",-48
3412.1212121212084,"[0.0, 0.0, 8007.358157634735, -11.699729919433594]",-48
3418.1818181818144,"[0.0, 0.0, 8095.7244119644165, 44.55247116088867]",-48
3424.2424242424204,"[0.0, 0.0, 8015.136678218842, 34.097596168518066]",-48
3430.3030303030264,"[0.0, 0.0, 8019.409473419189, 41.704792499542236]",-48
3436.3636363636324,"[0.0, 0.0, 8052.568597316742, -52.52005386352539]",-48
3442.4242424242384,"[0.0, 0.0, 8004.153584957123, 12.574397563934326]",-48
3448.4848484848444,"[0.0, 0.0, 8059.102262496948, 53.9279522895813]",-48
3454.5454545454504,"[0.0, 0.0, 8056.463053226471, 55.65509271621704]",-48
3460.6060606060564,"[0.0, 0.0, 8036.688301563263, 51.12570142745972]",-48
3466.6666666666624,"[0.0, 0.0, 8065.884572029114, -50.815733909606934]",-48
3472.7272727272684,"[0.0, 0.0, 8007.395754814148, -4.628454208374023]",-48
3478.7878787878744,"[0.0, 0.0, 8044.423213481903, -50.37715482711792]",-48
3484.8484848484804,"[0.0, 0.0, 8042.773536205292, 51.457244873046875]",-48
3490.9090909090864,"[0.0, 0.0, 8096.451516628265, 38.77906608581543]",-48
3496.9696969696924,"[0.0, 0.0, 8103.224005222321, 32.38976812362671]",-48
3503.0303030302985,"[0.0, 0.0, 8013.962069034576, 19.96647882461548]",-48
3509.0909090909045,"[0.0, 0.0, 8011.089163303375, 12.394208908081055]",-48
3515.1515151515105,"[0.0, 0.0, 8007.820268630981, -2.458117961883545]",-48
3521.2121212121165,"[0.0, 0.0, 8018.552175521851, 30.74586820602417]",-48
3527.2727272727225,"[0.0, 0.0, 8040.542028903961, 50.23289442062378]",-48
3533.3333333333285,"[0.0, 0.0, 8033.050640583038, 46.94216060638428]",-48
3539.3939393939345,"[0.0, 0.0, 8103.975120067596, 27.538312435150146]",-48
3545.4545454545405,"[0.0, 0.0, 8058.707130908966, 49.35541248321533]",-48
3551.5151515151465,"[0.0, 0.0, 8074.936875343323, -50.92636299133301]",-48
3557.5757575757525,"[0.0, 0.0, 8023.070366382599, -35.68570899963379]",-48
3563.6363636363585,"[0.0, 0.0, 8109.230974674225, 17.03201913833618]",-48
3569.6969696969645,"[0.0, 0.0, 8019.919428348541, -26.622084140777588]",-48
3575.7575757575705,"[0.0, 0.0, 8097.191780567169, -34.93559980392456]",-48
3581.8181818181765,"[0.0, 0.0, 8059.805854320526, 54.69833326339722]",-48
3587.8787878787825,"[0.0, 0.0, 8110.103674888611, -3.0582423210144043]",-48
3593.9393939393885,"[0.0, 0.0, 8071.402519702911, 52.491660594940186]",-48
3599.9999999999945,"[0.0, 0.0, 8106.007953166962, -22.935104370117188]",-48
